Grupa ¿ywnoœci;Engelse naam/Food name;Nazwa angielska/Nazwa ¿ywnoœci;Iloœæ;jednostka;kalorycznoœæ (kcal);bia³ko (g);t³uszcz (g);wêglowodany (g)
Roœliny str¹czkowe;Beans kidney red canned/glass no salt added;Fasola czerwona nerkowata w puszce/szklance bez dodatku soli;100;g;102;7,7;0,7;13
Roœliny str¹czkowe;Pulses average boiled;Str¹czki œrednio gotowane;100;g;117;8,2;1,3;14,4
Warzywa;Vegetables mixed carrot-onion raw;Warzywa mieszane marchewka-cebula surowe;100;g;35;0,9;0,2;5,9
Warzywa;Vegetables mixed carrot-onion boiled;Warzywa mieszane marchewka-cebula gotowane;100;g;34;0,8;0,2;5,9
Warzywa;Vegetables for stir-frying Mexican raw;Warzywa do sma¿enia na patelni w stylu meksykañskim;100;g;51;2,7;0,5;7,1
Warzywa;Vegetables for stir-frying Mexican boiled;Warzywa do sma¿enia po meksykañsku gotowane;100;g;48;2,4;0,5;6,7
Warzywa;Onion red raw;Cebula czerwona surowa;100;g;37;1,3;0,4;5,6
Warzywa;Onion red boiled;Cebula czerwona gotowana;100;g;43;1,7;0,2;7,6
Chleb;Corn cakes puffed plain w salt;Placki kukurydziane, nadziewane, z sol¹;100;g;385;7,4;1,1;85
Wytrawne pasty chlebowe;Hummus w vegetables;Hummus z warzywami;100;g;251;5,3;19,1;11
Chleb;Breadsticks wholemeal;Paluszki chlebowe pe³noziarniste;100;g;385;14,1;6,5;61,9
Sosy pikantne;Soy sauce;Sos sojowy;100;g;40;5,5;0;4,4
Sosy pikantne;Wok sauce teriyaki;Sos wok teriyaki;100;g;164;1,9;0,3;38,2
Zbo¿a i produkty zbo¿owe;Wrap/tortilla wholemeal;Wrap/tortilla pe³noziarnista;100;g;288;9,3;5;47,7
Zbo¿a i produkty zbo¿owe;Muesli crunchy w fruit fortified w fibre;Chrupi¹ce musli z owocami wzbogacone b³onnikiem;100;g;430;8,2;15,1;59,2
Warzywa;Asparagus green boiled;Szparagi zielone gotowane;100;g;27;2,7;0,3;1,7
Orzechy i nasiona;Nuts mixed w cranberry unsalted;Orzechy mieszane z ¿urawin¹ niesolone;100;g;555;15;40,4;29,5
Zbo¿a i produkty zbo¿owe;Muesli crunchy w nuts fortified w fibre;Chrupi¹ce musli z orzechami wzbogacone b³onnikiem;100;g;456;9,8;19,8;53,6
Zbo¿a i produkty zbo¿owe;Muesli crunchy w chocolate fortified w fibre;Chrupi¹ce musli z czekolad¹ wzbogacone b³onnikiem;100;g;448;9,4;18,1;55,8
Owoce;Coconut grated, dried;Wiórki kokosowe starte, suszone;100;g;674;7,1;64,8;8,6
Roœliny str¹czkowe;Pulses average dried;Str¹czki œrednio suszone;100;g;335;23,1;3,9;43,6
Sosy pikantne;Wok sauce sweet and sour;Sos wok s³odko-kwaœny;100;g;169;1,1;1,2;38
Ser;Cheese w cumin 48+ average;Ser z kminkiem 48+ œrednio;100;g;370;22,9;30,5;0,4
Zbo¿a i produkty zbo¿owe;Locust bean gum;Guma z nasion chleba œwiêtojañskiego;100;g;187;3,2;1,3;3,3
Zbo¿a i produkty zbo¿owe;Couscous wholemael unprepared;Kuskus w ca³oœci nieprzygotowany;100;g;342;12,1;1,9;65
Warzywa;Turnip raw;Rzepa surowa;100;g;31;0,9;0,3;4,8
Warzywa;Turnip boiled;Rzepa gotowana;100;g;17;0,6;0,2;2
Miêso i drób;Pork av raw;Wieprzowina na surowo;100;g;201;19;13,3;1,2
Sosy pikantne;Sauce bolognese homemade;Sos boloñski domowy;100;g;126;7,4;8,6;4,1
Warzywa;Peppers pickled canned/glass;Papryka konserwowa/szklana;100;g;14;0,8;0,1;1,9
Mleko i produkty mleczne;Quark low fat lactose-free;Twaróg o obni¿onej zawartoœci t³uszczu i bez laktozy;100;g;57;9,8;0,2;3,8
Zbo¿a i produkty zbo¿owe;Couscous wholemeal boiled;Kuskus pe³noziarnisty gotowany;100;g;114;4;0,6;21,7
Chleb;Crispbread light wholemeal;Chrupkie pieczywo pe³noziarniste light;100;g;355;10;3,6;64,3
Zbo¿a i produkty zbo¿owe;Bakery mix for doughnuts Dutch style;Mieszanka piekarnicza na p¹czki w stylu holenderskim;100;g;367;11;1;77
Ser;Cheese 35+;Ser 35+;100;g;302;27,3;20,4;0
Zbo¿a i produkty zbo¿owe;Flour spelt;M¹ka orkiszowa;100;g;348;13,2;1,7;67,4
Zbo¿a i produkty zbo¿owe;Flour spelt wholemeal;M¹ka orkiszowa pe³noziarnista;100;g;332;14,4;2,3;56
